,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Region,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
62149,32624357,02/08/2016 06:33:22 PM,02/10/2016 03:00:27 PM,DOE,School - PS 41 New Dorp,School Maintenance,Other School Condition,,10306,216 CLAWSON STREET,CLAWSON STREET,LOCUST AVENUE,OTIS AVENUE,,,,STATEN ISLAND,School,Closed,02/15/2016 06:33:22 PM,The Department of Education completed the work and corrected the condition.,02/10/2016 03:00:27 PM,02 STATEN ISLAND,STATEN ISLAND,953891.0,148435.0,School - PS 41 New Dorp,STATEN ISLAND,Region 7,STATEN ISLAND,NY,10306,,,,,,,,,,,,,40.574043783034575,-74.10928183887162,"(40.57404378303457, -74.10928183887162)"
85417,32601502,02/04/2016 09:21:00 AM,,DOE,School - IS 49 Berta A Dreyfus,School Maintenance,Unclean Condition,School,10304,101 WARREN STREET,WARREN STREET,COURSEN COURT,HILL STREET,,,,STATEN ISLAND,School,Assigned,02/11/2016 09:21:00 AM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,01 STATEN ISLAND,STATEN ISLAND,961585.0,165296.0,School - IS 49 Berta A Dreyfus,STATEN ISLAND,Region 7,STATEN ISLAND,NY,10304,N,,,,,,,,,,,,40.62034681071282,-74.08164270215578,"(40.62034681071282, -74.08164270215578)"
75677,32609119,02/05/2016 06:15:46 PM,,DOE,School - PS 89 Elmhurst,School Maintenance,Other School Condition,School,11373,85-28 BRITTON AVENUE,BRITTON AVENUE,GLEANE STREET,HAMPTON STREET,,,,ELMHURST,School,Assigned,02/12/2016 06:15:46 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,04 QUEENS,QUEENS,1017444.0,211059.0,School - PS 89 Elmhurst,QUEENS,Region 4,ELMHURST,NY,11373,N,,,,,,,,,,,,40.745922484703954,-73.88020487632099,"(40.745922484703954, -73.88020487632099)"
21252,32681107,02/14/2016 12:47:41 PM,,DOE,School - PS 164 Caesar Rodney,School Maintenance,Other School Condition,School,11219,4211 14 AVENUE,14 AVENUE,43 STREET,42 STREET,,,,BROOKLYN,School,Assigned,02/21/2016 12:47:41 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,12 BROOKLYN,BROOKLYN,988148.0,171530.0,School - PS 164 Caesar Rodney,BROOKLYN,Region 7,BROOKLYN,NY,11219,N,,,,,,,,,,,,40.63748596004359,-73.9859552196805,"(40.63748596004359, -73.9859552196805)"
106517,32572596,01/31/2016 01:28:36 PM,02/02/2016 08:27:48 AM,DOE,School - PS 21 Crispus Attucks,School Maintenance,Unclean Condition,School,11233,180 CHAUNCEY STREET,CHAUNCEY STREET,PATCHEN AVENUE,MALCOLM X BOULEVARD,,,,BROOKLYN,School,Closed,02/07/2016 01:28:36 PM,The Department of Education completed the work and corrected the condition.,02/02/2016 08:27:48 AM,03 BROOKLYN,BROOKLYN,1004609.0,187292.0,School - PS 21 Crispus Attucks,BROOKLYN,Region 8,BROOKLYN,NY,11233,N,,,,,,,,,,,,40.68072662672059,-73.9265974552653,"(40.68072662672059, -73.9265974552653)"
33601,32660474,02/12/2016 09:26:43 PM,,DOE,School - Forest Hills High School,School Maintenance,Unclean Condition,School,11375,67-01 110 STREET,110 STREET,67 ROAD,67 AVENUE,,,,FOREST HILLS,School,Assigned,02/19/2016 09:26:43 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,06 QUEENS,QUEENS,1027033.0,205055.0,School - Forest Hills High School,QUEENS,Region 3,FOREST HILLS,NY,11375,N,,,,,,,,,,,,40.72940182404943,-73.84563700637776,"(40.72940182404943, -73.84563700637776)"
75128,32606851,02/05/2016 09:09:17 PM,,DOE,School - PS 45 Horace E Greene,School Maintenance,Rodents/Mice,School,11207,84 SCHAEFER STREET,SCHAEFER STREET,EVERGREEN AVENUE,BUSHWICK AVENUE,,,,BROOKLYN,School,Assigned,02/12/2016 09:09:17 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,04 BROOKLYN,BROOKLYN,1009018.0,189489.0,School - PS 45 Horace E Greene,BROOKLYN,Region 4,BROOKLYN,NY,11207,N,,,,,,,,,,,,40.686745648822864,-73.91069313637918,"(40.68674564882287, -73.91069313637917)"
46986,32649023,02/11/2016 08:08:00 AM,,DOE,School - PS 146 Howard Beach,School Maintenance,Snow/Ice,School,11414,98-01 159 AVENUE,159 AVENUE,99 STREET,98 STREET,,,,HOWARD BEACH,School,Assigned,02/18/2016 08:08:00 AM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,10 QUEENS,QUEENS,1030010.0,179729.0,School - PS 146 Howard Beach,QUEENS,Region 5,HOWARD BEACH,NY,11414,N,,,,,,,,,,,,40.659873051962926,-73.83506792994244,"(40.65987305196292, -73.83506792994243)"
57050,32639829,02/09/2016 02:40:05 PM,02/12/2016 10:57:09 AM,DOE,School - PS 229 Dyker,School Maintenance,Plumbing Problem,School,11228,1400 BENSON AVENUE,BENSON AVENUE,BAY 7 STREET,14 AVENUE,,,,BROOKLYN,School,Closed,02/16/2016 02:40:05 PM,The Department of Education determined that this issue is not within its jurisdiction. Your complaint has been referred.,02/12/2016 10:57:09 AM,11 BROOKLYN,BROOKLYN,980536.0,161867.0,School - PS 229 Dyker,BROOKLYN,Region 7,BROOKLYN,NY,11228,N,,,,,,,,,,,,40.61096312789921,-74.01337649817596,"(40.61096312789921, -74.01337649817597)"
59492,32631983,02/09/2016 09:31:31 AM,,DOE,School - PS X140 The Eagle School,School Maintenance,Unclean Condition,,10456,916 EAGLE AVENUE,EAGLE AVENUE,EAST 163 STREET,EAST 161 STREET,,,,BRONX,School,Assigned,02/16/2016 09:31:31 AM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,03 BRONX,BRONX,1009727.0,239237.0,School - PS X140 The Eagle School,BRONX,Region 2,BRONX,NY,10456,,,,,,,,,,,,,40.82328913769413,-73.90794817154422,"(40.823289137694125, -73.90794817154422)"
76924,32609048,02/05/2016 02:19:36 PM,02/11/2016 03:19:33 PM,DOE,School - Young Women's Leadership School - Queens,School Maintenance,Unclean Condition,School,11432,150-91 87 ROAD,87 ROAD,155 STREET,150 STREET,,,,JAMAICA,School,Closed,02/11/2016 05:38:25 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 03:19:04 PM,12 QUEENS,QUEENS,1037922.0,197107.0,School - Young Women's Leadership School - Queens,QUEENS,Region 3,JAMAICA,NY,11432,N,,,,,,,,,,,,40.70752715733735,-73.80641249295978,"(40.70752715733735, -73.80641249295978)"
47053,32656709,02/11/2016 07:52:41 AM,02/12/2016 06:55:06 PM,DFTA,Department for the Aging,Senior Center Complaint,,Senior Center,10473,1776 STORY AVENUE,STORY AVENUE,TAYLOR AVENUE,ROSEDALE AVENUE,,,,BRONX,,Closed,02/25/2016 07:52:41 AM,"The Department for the Aging contacted you and provided the assistance requested.  No further updates will be available through 311.   If further assistance is needed, please open a new Service Request.",02/12/2016 06:55:06 PM,09 BRONX,BRONX,1021348.0,239234.0,James Monroe Senior Center,BRONX,,BRONX,NY,10473,N,,,,,,,,,,,JAMES MONROE SENIOR CENTER,40.823239740706065,-73.86596000701846,"(40.82323974070606, -73.86596000701846)"
3110,32702873,02/16/2016 03:44:53 PM,,DFTA,Department for the Aging,Senior Center Complaint,,Senior Center,11691,27-16 HEALY AVENUE,HEALY AVENUE,HARTMAN LANE,BAY 25 STREET,,,,FAR ROCKAWAY,,Open,03/01/2016 03:44:53 PM,The Department for the Aging usually requires 14 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,14 QUEENS,QUEENS,1049300.0,159471.0,Young Israel Wavecrest Bayswater Senior Center,QUEENS,,FAR ROCKAWAY,NY,11691,N,,,,,,,,,,,YOUNG ISRAEL WAVECREST BAYSWATER SENIOR CENTER,40.604148627873826,-73.76573682648281,"(40.604148627873826, -73.76573682648281)"
106684,32570253,01/31/2016 12:39:41 PM,02/12/2016 04:48:56 PM,DFTA,Department for the Aging,Senior Center Complaint,,Senior Center,10021,343 EAST 70 STREET,EAST 70 STREET,1 AVENUE,2 AVENUE,,,,NEW YORK,,Closed,02/14/2016 12:39:41 PM,"The Department for the Aging contacted you and provided the assistance requested.  No further updates will be available through 311.   If further assistance is needed, please open a new Service Request.",02/12/2016 04:48:57 PM,08 MANHATTAN,MANHATTAN,996053.0,218604.0,Lenox Hill Innovative Senior Center,MANHATTAN,,NEW YORK,NY,10021,N,,,,,,,,,,,LENOX HILL INNOVATIVE SENIOR CENTER,40.76668600670396,-73.95739042377359,"(40.76668600670395, -73.9573904237736)"
77525,32610388,02/05/2016 12:50:54 PM,,DFTA,Department for the Aging,Senior Center Complaint,,Senior Center,11102,21-21 30 DRIVE,30 DRIVE,23 STREET,21 STREET,,,,ASTORIA,,Assigned,02/19/2016 12:50:54 PM,The Department for the Aging usually requires 14 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,01 QUEENS,QUEENS,1003940.0,219137.0,Raices Astoria Senior Center,QUEENS,,ASTORIA,NY,11102,N,,,,,,,,,,,RAICES ASTORIA SENIOR CENTER,40.76813490478489,-73.92891630369965,"(40.76813490478489, -73.92891630369965)"
11372,32692474,02/15/2016 03:46:39 PM,,DFTA,Department for the Aging,Senior Center Complaint,,Senior Center,11691,27-16 HEALY AVENUE,HEALY AVENUE,HARTMAN LANE,BAY 25 STREET,,,,FAR ROCKAWAY,,Assigned,02/29/2016 03:46:39 PM,The Department for the Aging usually requires 14 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,14 QUEENS,QUEENS,1049300.0,159471.0,Young Israel Wavecrest Bayswater Senior Center,QUEENS,,FAR ROCKAWAY,NY,11691,N,,,,,,,,,,,YOUNG ISRAEL WAVECREST BAYSWATER SENIOR CENTER,40.604148627873826,-73.76573682648281,"(40.604148627873826, -73.76573682648281)"
45902,32654514,02/11/2016 10:44:25 AM,,DFTA,Department for the Aging,Senior Center Complaint,,Senior Center,11237,319 STANHOPE STREET,STANHOPE STREET,WYCKOFF AVENUE,IRVING AVENUE,,,,BROOKLYN,,Assigned,02/25/2016 10:44:25 AM,The Department for the Aging usually requires 14 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,04 BROOKLYN,BROOKLYN,1006893.0,195354.0,Ridgewood Bushwick Senior Center,BROOKLYN,,BROOKLYN,NY,11237,N,,,,,,,,,,,RIDGEWOOD BUSHWICK SENIOR CENTER,40.70284939834572,-73.91833560491438,"(40.70284939834572, -73.91833560491438)"
85659,32602581,02/04/2016 08:46:13 AM,02/11/2016 12:01:10 PM,DFTA,Department for the Aging,Senior Center Complaint,,Senior Center,11691,711 SEAGIRT AVENUE,SEAGIRT AVENUE,BEACH 8 STREET,BEACH 6 STREET,,,,FAR ROCKAWAY,,Closed,02/18/2016 08:46:13 AM,"The Department for the Aging contacted you and provided the assistance requested.  No further updates will be available through 311.   If further assistance is needed, please open a new Service Request.",02/11/2016 12:01:10 PM,14 QUEENS,QUEENS,1055848.0,156519.0,Jewish Association for Services for The Aged (JASA) Roy Reuther Senior Center,QUEENS,,FAR ROCKAWAY,NY,11691,N,,,,,,,,,,,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED (JASA) ROY REUTHER SENIOR CENTER,40.59599553669944,-73.74218707271653,"(40.59599553669944, -73.74218707271653)"
